contact_id,flow_group,question_key,llm_question_text,user_answer_raw,user_answer_mapped,user_answer_mapped_by_human,question_ts,answer_ts,response_latency_seconds
573232416,other,first_survey,,A,TRUE,TRUE,,2025-11-20 6:19:50,
573232416,other,intro,,A,YES,YES,,2025-11-20 6:19:50,
574399235,other,first_survey,,A,TRUE,TRUE,,2025-11-21 6:18:24,
574399235,other,intro,,A,YES,YES,,2025-11-21 6:18:24,
576254609,other,first_survey,,a,TRUE,TRUE,,2025-11-24 6:10:34,
576254609,other,intro,,a,YES,YES,,2025-11-24 6:10:34,
579045721,other,first_survey,,A,TRUE,TRUE,,2025-11-09 6:17:28,
579045721,other,intro,,A,YES,YES,,2025-11-09 6:17:28,
579045721,other,intent,,Yes,YES,YES,,2025-11-09 6:19:38,
579128238,other,first_survey,,C,TRUE,TRUE,,2025-11-21 12:36:55,
579128238,other,intro,,C,SOON,SOON,,2025-11-21 12:36:55,
580142766,other,first_survey,,b,TRUE,TRUE,,2025-10-13 13:28:24,
580142766,other,intro,,b,NO,NO,,2025-10-13 13:28:24,
580142766,other,intent,,Yes,YES,YES,,2025-10-13 13:29:15,
582352017,other,first_survey,,C,TRUE,TRUE,,2025-11-13 9:00:42,
582352017,other,intro,,C,SOON,SOON,,2025-11-13 9:00:42,
582932532,other,first_survey,,C,TRUE,TRUE,,2025-11-07 6:28:40,
582932532,other,intro,,C,SOON,SOON,,2025-11-07 6:28:40,
587245880,other,first_survey,,C,TRUE,TRUE,,2025-11-24 13:48:57,
587245880,other,intro,,C,SOON,SOON,,2025-11-24 13:48:57,
587375452,other,first_survey,,a,TRUE,TRUE,,2025-11-20 13:29:45,
587375452,other,intro,,a,YES,YES,,2025-11-20 13:29:45,
587888173,other,intent,,Yes,YES,YES,,2025-10-22 6:13:50,
587888173,other,first_survey,,a,TRUE,TRUE,,2025-11-19 6:11:18,
587888173,other,intro,,a,YES,YES,,2025-11-19 6:11:18,
587973630,other,first_survey,,c,TRUE,TRUE,,2025-11-13 7:20:38,
587973630,other,intro,,c,SOON,SOON,,2025-11-13 7:20:38,
591126343,other,first_survey,,A,TRUE,TRUE,,2025-11-23 13:39:33,
591126343,other,intro,,A,YES,YES,,2025-11-23 13:39:33,
591126343,other,intent,,Yes,YES,YES,,2025-11-23 13:42:37,
591140307,other,first_survey,,I'm going soon,TRUE,TRUE,,2025-11-09 7:03:19,
591140307,other,intro,,I'm going soon,SOON,SOON,,2025-11-09 7:03:19,
557461212,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",City,City,City,2025-08-13 15:57:38,2025-08-13 15:58:12,33
557461212,onboarding,province,Which province do you live in?,Northern cape,Northern Cape,Northern Cape,2025-08-13 15:58:13,2025-08-13 15:58:46,34
557461212,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,4,4,4,2025-08-13 15:58:47,2025-08-13 15:59:17,31
557461212,onboarding,education_level,"What's your highest level of education? Like no school, some primary, finished primary, some high school, finished high school, or more than high school?",High school,Finished high school,Finished high school,2025-08-13 15:59:18,2025-08-13 16:01:39,141
557461212,onboarding,relationship_status,"What's your current relationship status? Are you single, married, or in a relationship? 👤",Married,Married,Married,2025-08-13 16:01:39,2025-08-13 16:02:02,23
557461212,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",2 days,1-2 days,1-2 days,2025-08-13 16:02:03,2025-08-13 16:02:44,41
557461212,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-08-13 16:02:45,2025-08-13 16:02:57,12
561357164,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-08-21 8:15:46,2025-08-21 8:15:58,11
561357164,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-08-21 8:15:59,2025-08-21 8:16:10,12
561357164,onboarding,area_type,"What kind of area do you live in? Are you in a city, township or suburb, town, farm, village, or rural area?",Township,Township or suburb,Township or suburb,2025-08-21 8:16:11,2025-08-21 8:16:26,14
561357164,onboarding,education_level,What's your highest level of education? 📚,NQF level 7 degree,More than high school,More than high school,2025-08-21 8:16:27,2025-08-21 8:16:56,29
561357164,onboarding,num_children,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",0,0,0,2025-08-21 8:16:57,2025-08-21 8:17:19,22
561357164,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",0,0 days,0 days,2025-08-21 8:16:57,2025-08-21 8:17:19,22
561357164,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-08-21 8:17:20,2025-08-21 8:17:28,8
563272822,onboarding,area_type,"What kind of area do you live in? For example, are you in a city, township or suburb, town, farm or smallholding, village, or rural area? 🏘️",Township,Township or suburb,Township or suburb,2025-08-27 12:06:48,2025-08-27 12:07:07,19
563272822,onboarding,num_children,"Sorry, I didn't quite get that. Let me ask in a different way:
How many children do you currently have? Please select one of the options below:
a. 0
b. 1
c. 2
d. 3
e. More than 3
f. Skip",0,0,0,2025-08-27 12:07:47,2025-08-27 12:08:04,17
563272822,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-08-27 12:08:05,2025-08-27 12:08:12,8
563272822,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-08-27 12:08:13,2025-08-27 12:08:23,11
563272822,onboarding,education_level,"What's your highest level of education? For example, 'No school', 'Some primary', 'Finished primary', 'Some high school', 'Finished high school', 'More than high school', 'Don't know', or 'Skip'.",More than high School,More than high school,More than high school,2025-08-27 12:08:24,2025-08-27 12:08:46,22
563272822,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way:

How many days in the last week did you miss a meal because there wasn't enough money for food? Please choose one:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",B,1-2 days,1-2 days,2025-08-27 12:09:27,2025-08-27 12:09:45,17
563272822,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-08-27 12:09:46,2025-08-27 12:09:56,10
564411809,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-08-31 9:48:50,2025-08-31 9:48:58,8
564411809,onboarding,province,Which province do you live in?,Mpumalanga,Mpumalanga,Mpumalanga,2025-08-31 9:48:59,2025-08-31 9:49:09,9
564411809,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Rural,Rural,Rural,2025-08-31 9:49:09,2025-08-31 9:49:20,11
564411809,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",Single,Single,Single,2025-08-31 9:49:21,2025-08-31 9:49:30,9
564411809,onboarding,education_level,What's your highest level of education? 📚,Grade 12,Finished high school,Finished high school,2025-08-31 9:49:31,2025-08-31 9:49:39,8
564411809,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",1,1-2 days,1-2 days,2025-08-31 9:49:40,2025-08-31 9:49:54,15
564411809,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,0,0,0,2025-08-31 9:49:55,2025-08-31 9:50:03,7
564919298,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-02 7:17:31,2025-09-02 7:17:40,9
564919298,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Township,Township or suburb,Township or suburb,2025-09-02 7:17:41,2025-09-02 7:18:12,32
564919298,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-02 7:18:13,2025-09-02 7:18:24,10
564919298,onboarding,education_level,"What's your highest level of education? Please choose from options like 'No school', 'Some primary', 'Finished primary', and others.",Finished high school,Finished high school,Finished high school,2025-09-02 7:18:24,2025-09-02 7:18:49,25
564919298,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",0 days,0 days,0 days,2025-09-02 7:18:50,2025-09-02 7:19:21,31
564919298,onboarding,num_children,"Sorry, I didn't quite get that. Let me ask in a different way: How many children do you have? Please choose one of the following options:
a. 0
b. 1
c. 2
d. 3
e. More than 3
f. Skip",a,0,0,2025-09-02 7:19:46,2025-09-02 7:20:05,19
564919298,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-02 7:20:05,2025-09-02 7:20:14,8
565039718,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Townships,Township or suburb,Township or suburb,2025-09-02 15:54:17,2025-09-02 15:54:33,16
565039718,onboarding,province,Which province do you live in?,GP,GP,Gauteng,2025-09-02 15:54:34,2025-09-02 15:54:46,12
565039718,onboarding,relationship_status,"What's your current relationship status? Are you single, married, or in a relationship? 👤",Single,Single,Single,2025-09-02 15:54:46,2025-09-02 15:54:59,13
565039718,onboarding,education_level,"What's your highest level of education? For example, did you finish primary or high school?",High school,Finished high school,Some high school,2025-09-02 15:55:00,2025-09-02 15:55:16,16
565039718,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",Surely twice,1-2 days,1-2 days,2025-09-02 15:55:17,2025-09-02 15:55:38,21
565039718,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,2,2,2,2025-09-02 15:55:39,2025-09-02 15:55:48,9
565039718,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-02 15:55:49,2025-09-02 15:55:56,7
565556068,onboarding,relationship_status,"What's your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-04 7:55:41,2025-09-04 7:55:52,11
565556068,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-04 7:55:52,2025-09-04 7:56:31,38
565556068,onboarding,area_type,"What kind of area do you live in? City, township or suburb, town, farm or smallholding, village, or rural area?",Brakpan,City,City,2025-09-04 7:56:32,2025-09-04 7:56:48,16
565556068,onboarding,education_level,What's your highest level of education? 📚,Grade 12,Finished high school,Finished high school,2025-09-04 7:56:48,2025-09-04 7:57:10,22
565556068,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way: 

In the past week, how many days did you not have enough money for food and missed a meal? Please choose one:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,0 days,0 days,2025-09-04 7:57:27,2025-09-04 7:57:39,12
565556068,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-04 7:57:40,2025-09-04 7:57:51,11
565556068,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,One,1,1,2025-09-04 7:57:52,2025-09-04 7:58:18,26
565942328,onboarding,education_level,"What's your highest level of education? For example, did you finish primary school or high school?",High school,Finished high school,Finished high school,2025-09-05 16:05:06,2025-09-05 16:05:39,34
565942328,onboarding,province,Which province do you live in?,North west,North West,North West,2025-09-05 16:05:40,2025-09-05 16:05:58,18
565942328,onboarding,area_type,"What kind of area do you live in? Are you in a city, township, town, farm, village, or rural area?",Township,Township or suburb,Township or suburb,2025-09-05 16:05:59,2025-09-05 16:06:30,31
565942328,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-05 16:06:31,2025-09-05 16:06:55,23
565942328,onboarding,hunger_days,"Sorry for any confusion. Let me ask in a different way: 
How many days in the last week did you not have enough money for food and miss a meal? 
Choose the closest option:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",C,3-4 days,3-4 days,2025-09-05 16:07:21,2025-09-05 16:08:07,45
565942328,onboarding,num_children,"Sorry, I didn't quite get that. Let me ask in a different way: 

How many children do you have? Please choose one option:
a. 0
b. 1
c. 2
d. 3
e. More than 3
f. Skip",A,0,0,2025-09-05 16:09:22,2025-09-05 16:09:49,27
565942328,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-05 16:09:49,2025-09-05 16:10:16,27
566612966,onboarding,area_type,What kind of area do you live in? Rural? Urban? Something else? 🏘️,Urban,Urban,Urban,2025-09-08 8:57:44,2025-09-08 8:58:01,17
566612966,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-08 8:58:02,2025-09-08 8:58:16,13
566612966,onboarding,education_level,"What's your highest level of education? For example, did you finish primary or high school? 📚",High school,Finished high school,Finished high school,2025-09-08 8:58:16,2025-09-08 8:58:32,16
566612966,onboarding,relationship_status,"What's your current relationship status? Are you single, married, or in a relationship? 👤",Single,Single,Single,2025-09-08 8:58:33,2025-09-08 8:58:48,15
566612966,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,1,1,1,2025-09-08 8:58:48,2025-09-08 8:58:58,10
566612966,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",2,1-2 days,1-2 days,2025-09-08 8:58:59,2025-09-08 8:59:24,24
566612966,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-08 8:59:25,2025-09-08 8:59:32,8
567007154,onboarding,province,Which province do you live in?,Pretoria,Pretoria,Pretoria,2025-09-09 9:12:56,2025-09-09 9:13:07,11
567007154,onboarding,area_type,"Sorry, I didn't quite get that. Let me ask in a different way:
Which of the following best describes where you live: city, township, or rural area? (Valid options: city, township, rural area)",Township,Township or suburb,Township or suburb,2025-09-09 9:13:24,2025-09-09 9:13:57,34
567007154,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-09 9:13:58,2025-09-09 9:14:16,18
567007154,onboarding,education_level,"Sorry, I didn't quite get that. Let me ask in a different way:
What's the highest level of education you have completed?
a. No school
b. Some primary
c. Finished primary
d. Some high school
e. Finished high school
f. More than high school
g. Don't know
h. Skip",D,Some high school,Some high school,2025-09-09 9:14:32,2025-09-09 9:15:05,32
567007154,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",3,3-4 days,3-4 days,2025-09-09 9:15:06,2025-09-09 9:15:29,23
567007154,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,1,1,1,2025-09-09 9:15:30,2025-09-09 9:15:42,12
567007154,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-09 9:15:42,2025-09-09 9:15:54,11
567831506,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-11 7:33:45,2025-09-11 7:33:54,10
567831506,onboarding,area_type,"What kind of area do you live in? For example, city, township, rural area.",Township,Township or suburb,Township or suburb,2025-09-11 7:33:55,2025-09-11 7:34:34,39
567831506,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,2 plus future,2,2,2025-09-11 7:34:35,2025-09-11 7:34:57,22
567831506,onboarding,education_level,"What's your highest level of education? For example, 'No school', 'Some primary', 'Finished primary'.",Matric,More than high school,Finished high school,2025-09-11 7:34:58,2025-09-11 7:35:18,19
567831506,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",Married,Married,Married,2025-09-11 7:35:18,2025-09-11 7:35:32,13
567831506,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way:
How many days in the last week did you go without food because there was no money? Please choose one:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",a,0 days,0 days,2025-09-11 7:35:58,2025-09-11 7:36:25,27
567831506,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-11 7:36:26,2025-09-11 7:36:35,10
567895391,onboarding,province,Which province do you live in?,KZN,KwaZulu-Natal,KwaZulu-Natal,2025-09-11 10:31:01,2025-09-11 10:31:19,18
567895391,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Township,Township or suburb,Township or suburb,2025-09-11 10:31:20,2025-09-11 10:31:35,15
567895391,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-11 10:31:36,2025-09-11 10:31:53,18
567895391,onboarding,education_level,What's your highest level of education? 📚,Degree,More than high school,More than high school,2025-09-11 10:31:54,2025-09-11 10:32:05,11
567895391,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,1,1,1,2025-09-11 10:32:06,2025-09-11 10:32:23,18
567895391,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",0,0 days,0 days,2025-09-11 10:32:24,2025-09-11 10:32:40,15
567895391,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-11 10:32:41,2025-09-11 10:32:50,10
568008549,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,4,4,4,2025-09-11 19:36:26,2025-09-11 19:36:50,24
568008549,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",Single,Single,Single,2025-09-11 19:36:51,2025-09-11 19:37:06,15
568008549,onboarding,province,Which province do you live in?,KwaZulu Natal,KwaZulu-Natal,KwaZulu-Natal,2025-09-11 19:37:07,2025-09-11 19:37:38,31
568008549,onboarding,area_type,"What kind of area do you live in? City, township, rural area, or something else?",Township,Township or suburb,Township or suburb,2025-09-11 19:37:39,2025-09-11 19:38:02,22
568008549,onboarding,education_level,"What's your highest level of education? For example, did you finish primary or high school?",High school,Finished high school,Finished high school,2025-09-11 19:38:03,2025-09-11 19:40:22,138
568008549,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",Twice,2 days,1-2 days,2025-09-11 19:40:23,2025-09-11 19:40:39,17
568008549,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-11 19:40:40,2025-09-11 19:40:49,9
568209038,onboarding,education_level,"What's your highest level of education? For example, did you finish primary or high school?",High school,Finished high school,Finished high school,2025-09-12 7:27:23,2025-09-12 7:27:49,26
568209038,onboarding,province,Which province do you live in?,Limpopo,Limpopo,Limpopo,2025-09-12 7:27:50,2025-09-12 7:28:04,15
568209038,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area. 🏘️",Rural area,Rural area,Rural area,2025-09-12 7:28:05,2025-09-12 7:28:25,19
568209038,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-12 7:28:25,2025-09-12 7:28:41,15
568209038,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat any meals because you didn't have money for food? Please choose one of the following options:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",B,1-2 days,1-2 days,2025-09-12 7:29:11,2025-09-12 7:29:28,18
568209038,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,1,1,1,2025-09-12 7:29:29,2025-09-12 7:29:49,20
568209038,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-12 7:29:50,2025-09-12 7:30:05,15
572343048,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-19 8:40:50,2025-09-19 8:40:57,7
572343048,onboarding,education_level,"What's the highest grade or school level you finished? For example, primary or high school.",High school,Finished high school,Finished high school,2025-09-19 8:40:57,2025-09-19 8:41:13,15
572343048,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-19 8:41:14,2025-09-19 8:41:21,7
572343048,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Rural,Rural,Rural,2025-09-19 8:41:21,2025-09-19 8:41:34,13
572343048,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-19 8:41:35,2025-09-19 8:41:53,17
572343048,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",0,0 days,0 days,2025-09-19 8:41:53,2025-09-19 8:42:13,20
572343048,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,0,0,0,2025-09-19 8:42:14,2025-09-19 8:42:22,8
573232416,onboarding,province,Which province do you live in?,Gauteng,Gauteng,Gauteng,2025-09-22 9:39:58,2025-09-22 9:40:07,9
573232416,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area. 🏘️",Township,Township or suburb,Township or suburb,2025-09-22 9:40:07,2025-09-22 9:40:22,15
573232416,onboarding,relationship_status,"What's your current relationship status? Are you single, married, or in a relationship? 👤",In relationship,Relationship,Relationship,2025-09-22 9:40:23,2025-09-22 9:40:53,31
573232416,onboarding,education_level,What's your highest level of education? 📚,Diploma in IT,More than high school,More than high school,2025-09-22 9:40:54,2025-09-22 9:41:25,31
573232416,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way:
How many days in the last week did you not have food because there was no money? Please choose one:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,0 days,0 days,2025-09-22 9:41:45,2025-09-22 9:42:06,22
573232416,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,0,0,0,2025-09-22 9:42:07,2025-09-22 9:42:35,27
573232416,onboarding,phone_ownership,Last question in this section. Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-22 9:42:36,2025-09-22 9:42:52,16
574399235,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-25 8:17:54,2025-09-25 8:18:19,24
574399235,onboarding,area_type,What kind of area do you live in? City? Township or suburb? Or maybe a rural area? 🏘️,Township,Township or suburb,Township or suburb,2025-09-25 8:18:20,2025-09-25 8:18:37,17
574399235,onboarding,province,Which province do you live in?,Kzn,KwaZulu-Natal,KwaZulu-Natal,2025-09-25 8:18:37,2025-09-25 8:18:46,9
574399235,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",In a relationship,Relationship,Relationship,2025-09-25 8:18:47,2025-09-25 8:19:02,15
574399235,onboarding,education_level,What's your highest level of education? 📚,Gr12,Finished high school,Finished high school,2025-09-25 8:19:02,2025-09-25 8:19:13,10
574399235,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you miss a meal because there wasn't money for food? Please choose one:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,0 days,0 days,2025-09-25 8:19:30,2025-09-25 8:19:52,21
574399235,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,2,2,2,2025-09-25 8:19:52,2025-09-25 8:20:03,10
575696079,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Township,Township or suburb,Township or suburb,2025-09-29 9:42:53,2025-09-29 9:43:34,41
575696079,onboarding,province,Which province do you live in?,Mpumalanga,Mpumalanga,Mpumalanga,2025-09-29 9:43:35,2025-09-29 9:43:44,9
575696079,onboarding,education_level,"What's your highest level of education? For example, did you finish primary or high school? 📚",High school,Finished high school,Finished high school,2025-09-29 9:43:45,2025-09-29 9:43:57,12
575696079,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",Single,Single,Single,2025-09-29 9:43:58,2025-09-29 9:44:17,18
575696079,onboarding,hunger_days,"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you go without food because you didn't have enough money? Please choose one of the following options:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",a,0 days,0 days,2025-09-29 9:44:57,2025-09-29 9:45:21,24
575696079,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,3,3,3,2025-09-29 9:45:22,2025-09-29 9:45:42,21
575696079,onboarding,phone_ownership,Do you own the phone you're using right now? 📱,Yes,Yes,Yes,2025-09-29 9:45:43,2025-09-29 9:45:51,8
576254609,onboarding,province,Which province do you live in?,Freestate,Free State,Free State,2025-10-01 4:16:37,2025-10-01 4:16:55,17
